Date;Date;SP-Open;SP-High;SP-Low;SP-Close;SP-Volume;SP-Adj Close;EN-Open;EN-High;EN-Low;EN-Close;EN-Volume;EN-Adj Close;BR-Open;BR-High;BR-Low;BR-Close;BR-Volume;BR-Adj Close;HK-Open;HK-High;HK-Low;HK-Close;HK-Volume;HK-Adj Close;SP-Return;EN-Return;BR-Return;HK-Return
1950-02-09;1950-02-09;17.280001;17.280001;17.280001;17.280001;1810000.0;17.280001;;;;;;;;;;;;;;;;;;;0.00406751912072;;;
1950-02-10;1950-02-10;17.24;17.24;17.24;17.24;1790000.0;17.24;;;;;;;;;;;;;;;;;;;-0.00231487255122;;;
1950-02-14;1950-02-14;17.059999;17.059999;17.059999;17.059999;2210000.0;17.059999;;;;;;;;;;;;;;;;;;;-0.0104408932715;;;
1950-02-15;1950-02-15;17.059999;17.059999;17.059999;17.059999;1730000.0;17.059999;;;;;;;;;;;;;;;;;;;0.0;;;
1950-02-16;1950-02-16;16.99;16.99;16.99;16.99;1920000.0;16.99;;;;;;;;;;;;;;;;;;;-0.00410310692281;;;
1950-02-17;1950-02-17;17.15;17.15;17.15;17.15;1940000.0;17.15;;;;;;;;;;;;;;;;;;;0.00941730429665;;;
1950-02-20;1950-02-20;17.200001;17.200001;17.200001;17.200001;1420000.0;17.200001;;;;;;;;;;;;;;;;;;;0.00291551020408;;;
1950-02-21;1950-02-21;17.17;17.17;17.17;17.17;1260000.0;17.17;;;;;;;;;;;;;;;;;;;-0.00174424408464;;;
1950-02-23;1950-02-23;17.209999;17.209999;17.209999;17.209999;1310000.0;17.209999;;;;;;;;;;;;;;;;;;;0.00232958648806;;;
1950-02-24;1950-02-24;17.280001;17.280001;17.280001;17.280001;1710000.0;17.280001;;;;;;;;;;;;;;;;;;;0.00406751912072;;;
1950-02-27;1950-02-27;17.280001;17.280001;17.280001;17.280001;1410000.0;17.280001;;;;;;;;;;;;;;;;;;;0.0;;;
1950-02-28;1950-02-28;17.219999;17.219999;17.219999;17.219999;1310000.0;17.219999;;;;;;;;;;;;;;;;;;;-0.00347233776202;;;
1950-03-01;1950-03-01;17.24;17.24;17.24;17.24;1410000.0;17.24;;;;;;;;;;;;;;;;;;;0.00116149832529;;;
1950-03-02;1950-03-02;17.23;17.23;17.23;17.23;1340000.0;17.23;;;;;;;;;;;;;;;;;;;-0.000580046403712;;;
