Date,Open,High,Low,Close,Volume,Adj Close
2016-08-04,857.369995,861.72998,854.72998,859.330017,000,859.330017
2016-08-03,857.219971,857.450012,848.840027,853.320007,000,853.320007
2016-08-02,865.150024,865.809998,852.820007,853.809998,000,853.809998
2016-08-01,881.299988,881.780029,866.539978,868.179993,000,868.179993
2016-07-29,872.47998,876.01001,869.580017,876.01001,000,876.01001
2016-07-28,874.710022,878.880005,869.47998,869.47998,000,869.47998
2016-07-27,876.809998,883.039978,876.190002,877.75,000,877.75
2016-07-26,869.640015,874.109985,864.849976,872.440002,000,872.440002
2016-07-25,870.140015,876.570007,867.359985,870.51001,000,870.51001
2016-07-22,864.789978,870.25,861.390015,869.309998,000,869.309998
2016-07-21,869.109985,870.460022,860.830017,867.309998,000,867.309998
2016-07-20,864.640015,870.50,860.77002,867.929993,000,867.929993
2016-07-19,862.159973,864.059998,855.190002,860.460022,000,860.460022
2016-07-18,865.619995,871.099976,859.830017,863.780029,000,863.780029
2016-07-15,864.080017,866.669983,859.50,864.820007,000,864.820007
2016-07-14,867.890015,871.059998,862.820007,867.679993,000,867.679993
2016-07-13,859.719971,864.710022,858.549988,860.530029,000,860.530029
2016-07-12,852.590027,863.109985,852.169983,861.22998,000,861.22998
2016-07-11,844.340027,852.409973,840.570007,850.97998,000,850.97998
2016-07-08,822.77002,841.789978,822.27002,838.75,000,838.75
2016-07-07,823.98999,833.72998,823.789978,825.619995,000,825.619995
2016-07-06,826.77002,831.659973,813.390015,818.809998,000,818.809998
2016-07-05,840.570007,843.210022,830.73999,833.320007,000,833.320007
2016-07-04,855.76001,856.73999,845.119995,845.950012,000,845.950012
2016-07-01,850.840027,856.539978,843.859985,853.159973,000,853.159973
2016-06-30,833.659973,848.22998,829.440002,846.469971,000,846.469971
2016-06-29,823.070007,835.890015,821.830017,835.890015,000,835.890015
2016-06-28,813.109985,820.26001,811.00,813.190002,000,813.190002
2016-06-27,813.609985,820.219971,791.440002,795.599976,000,795.599976
2016-06-24,819.669983,837.00,797.48999,819.98999,000,819.98999
2016-06-23,868.960022,885.820007,867.590027,879.080017,000,879.080017
2016-06-22,868.950012,871.73999,863.440002,865.159973,000,865.159973
2016-06-21,856.450012,866.159973,854.059998,863.23999,000,863.23999
2016-06-20,849.380005,859.849976,848.619995,857.359985,000,857.359985
2016-06-17,827.690002,835.320007,825.609985,829.880005,000,829.880005
2016-06-16,816.090027,824.640015,814.960022,822.640015,000,822.640015
2016-06-15,826.070007,832.179993,824.429993,826.320007,000,826.320007
2016-06-14,827.080017,830.599976,818.48999,818.820007,000,818.820007
2016-06-13,843.48999,845.570007,836.299988,836.299988,000,836.299988
2016-06-10,869.140015,869.140015,851.52002,852.099976,000,852.099976
2016-06-09,877.450012,878.190002,869.840027,871.880005,000,871.880005
2016-06-08,881.080017,883.390015,877.190002,879.700012,000,879.700012
2016-06-07,877.840027,885.780029,877.159973,884.330017,000,884.330017
2016-06-06,870.76001,876.309998,870.76001,874.070007,000,874.070007
2016-06-03,882.719971,885.659973,868.51001,872.609985,000,872.609985
2016-06-02,880.23999,883.75,877.059998,880.090027,000,880.090027
2016-06-01,884.070007,885.159973,876.049988,880.090027,000,880.090027
2016-05-31,889.900024,890.390015,882.309998,884.169983,000,884.169983
2016-05-30,885.580017,889.130005,883.460022,888.97998,000,888.97998
2016-05-27,883.309998,886.630005,882.51001,886.50,000,886.50
2016-05-26,880.940002,886.890015,880.690002,886.619995,000,886.619995
2016-05-25,876.640015,883.51001,874.549988,881.299988,000,881.299988
2016-05-24,849.969971,873.619995,848.140015,871.400024,000,871.400024
2016-05-23,856.00,858.799988,848.109985,852.659973,000,852.659973
2016-05-20,852.650024,857.390015,850.880005,857.390015,000,857.390015
2016-05-19,847.929993,850.880005,842.940002,844.789978,000,844.789978
2016-05-18,845.23999,853.630005,844.26001,853.50,000,853.50
2016-05-17,855.820007,861.700012,846.27002,850.109985,000,850.109985
2016-05-16,847.840027,853.820007,844.409973,852.969971,000,852.969971
2016-05-13,844.150024,856.369995,842.299988,854.22998,000,854.22998
2016-05-12,850.659973,864.119995,846.51001,850.609985,000,850.609985
2016-05-11,858.219971,858.77002,850.289978,855.090027,000,855.090027
2016-05-10,858.330017,865.919983,855.47998,859.140015,000,859.140015
2016-05-09,854.320007,862.440002,851.210022,853.97998,000,853.97998
2016-05-06,847.940002,852.690002,841.119995,850.409973,000,850.409973
2016-05-05,850.929993,856.190002,848.75,852.719971,000,852.719971
2016-05-04,855.51001,859.599976,848.559998,849.780029,000,849.780029
2016-05-03,870.570007,870.830017,856.580017,859.309998,000,859.309998
2016-05-02,874.50,875.01001,870.070007,872.679993,000,872.679993
2016-04-29,882.51001,883.429993,869.570007,869.890015,000,869.890015
2016-04-28,885.880005,892.52002,877.299988,892.52002,000,892.52002
2016-04-27,887.849976,893.340027,886.320007,892.169983,000,892.169983
2016-04-26,891.969971,895.48999,884.940002,887.659973,000,887.659973
2016-04-25,892.919983,894.840027,885.01001,888.320007,000,888.320007
2016-04-22,895.289978,896.460022,891.48999,894.320007,000,894.320007
2016-04-21,903.849976,903.849976,890.890015,897.01001,000,897.01001
2016-04-20,894.900024,902.130005,893.059998,901.23999,000,901.23999
2016-04-19,888.22998,899.109985,888.22998,897.820007,000,897.820007
2016-04-18,871.429993,886.73999,870.51001,885.140015,000,885.140015
2016-04-15,882.700012,886.780029,881.289978,883.590027,000,883.590027
2016-04-14,879.849976,885.559998,877.849976,884.539978,000,884.539978
2016-04-13,867.27002,880.580017,867.210022,880.580017,000,880.580017
2016-04-12,852.340027,857.369995,843.559998,856.559998,000,856.559998
2016-04-11,847.299988,855.919983,842.119995,851.150024,000,851.150024
2016-04-08,841.450012,850.539978,841.450012,848.909973,000,848.909973
2016-04-07,845.909973,850.51001,836.25,838.900024,000,838.900024
2016-04-06,842.830017,845.26001,837.900024,845.23999,000,845.23999
2016-04-05,846.460022,846.929993,838.580017,840.27002,000,840.27002
2016-04-04,850.72998,864.030029,845.469971,856.849976,208510000,856.849976
2016-04-01,854.469971,855.210022,842.539978,854.070007,000,854.070007
2016-03-31,870.700012,871.119995,863.77002,864.409973,000,864.409973
2016-03-30,867.919983,881.01001,867.919983,876.76001,000,876.76001
2016-03-29,861.98999,866.97998,858.23999,863.440002,000,863.440002
2016-03-24,865.48999,866.090027,855.030029,856.679993,000,856.679993
2016-03-23,873.359985,878.659973,867.119995,871.799988,000,871.799988
2016-03-22,866.23999,871.190002,858.25,871.190002,000,871.190002
2016-03-21,868.890015,878.789978,867.190002,870.840027,000,870.840027
2016-03-18,872.039978,877.50,865.789978,874.940002,000,874.940002
2016-03-17,878.380005,878.440002,853.609985,869.22998,000,869.22998
2016-03-16,874.659973,877.599976,867.73999,871.669983,000,871.669983
2016-03-15,873.140015,875.570007,868.830017,872.450012,000,872.450012
2016-03-14,878.640015,883.169983,875.469971,878.530029,000,878.530029
2016-03-11,863.950012,875.690002,863.02002,874.659973,000,874.659973
2016-03-10,864.52002,891.940002,849.710022,849.719971,000,849.719971
2016-03-09,858.809998,868.909973,857.609985,863.00,000,863.00
2016-03-08,858.409973,863.630005,850.609985,857.780029,000,857.780029
2016-03-07,866.210022,869.369995,859.280029,865.190002,000,865.190002
2016-03-04,866.309998,874.539978,862.26001,869.650024,000,869.650024
2016-03-03,866.309998,866.309998,858.150024,861.690002,000,861.690002
2016-03-02,866.820007,869.409973,856.840027,864.150024,000,864.150024
2016-03-01,847.700012,863.140015,845.580017,863.140015,000,863.140015
2016-02-29,836.349976,850.400024,832.169983,849.950012,000,849.950012
2016-02-26,839.719971,849.900024,839.719971,842.419983,000,842.419983
2016-02-25,827.570007,835.280029,822.349976,830.929993,000,830.929993
2016-02-24,832.840027,832.840027,810.960022,816.97998,000,816.97998
2016-02-23,839.030029,844.659973,833.26001,833.52002,000,833.52002
2016-02-22,837.369995,845.580017,836.940002,844.299988,000,844.299988
2016-02-19,832.440002,836.849976,822.539978,829.48999,000,829.48999
2016-02-18,839.299988,843.710022,831.51001,834.359985,000,834.359985
2016-02-17,815.469971,836.169983,814.609985,835.659973,000,835.659973
2016-02-16,821.27002,822.450012,809.26001,813.830017,000,813.830017
2016-02-15,807.289978,818.679993,805.880005,813.659973,000,813.659973
2016-02-12,780.539978,789.72998,776.98999,789.72998,000,789.72998
2016-02-11,788.00,789.109985,769.25,771.429993,000,771.429993
2016-02-10,795.22998,810.640015,788.01001,800.030029,000,800.030029
2016-02-09,803.469971,808.289978,781.049988,790.299988,000,790.299988
2016-02-08,834.22998,834.809998,799.320007,803.030029,000,803.030029
2016-02-05,838.460022,844.590027,828.679993,830.869995,000,830.869995
2016-02-04,848.140015,849.090027,831.059998,838.280029,000,838.280029
2016-02-03,851.549988,853.460022,830.23999,839.340027,000,839.340027
2016-02-02,867.22998,867.320007,846.169983,852.00,000,852.00
2016-02-01,875.130005,875.469971,862.380005,870.409973,000,870.409973
2016-01-29,864.890015,874.299988,857.00,874.299988,000,874.299988
2016-01-28,860.340027,867.73999,846.330017,852.849976,000,852.849976
2016-01-27,857.159973,863.72998,851.179993,863.72998,000,863.72998
2016-01-26,836.940002,860.690002,834.210022,858.940002,000,858.940002
2016-01-25,858.640015,858.640015,846.960022,851.00,000,851.00
2016-01-22,844.070007,859.02002,841.619995,853.469971,000,853.469971
2016-01-21,811.710022,831.890015,809.330017,827.26001,000,827.26001
2016-01-20,819.299988,821.25,802.77002,809.650024,000,809.650024
2016-01-19,838.559998,844.52002,834.349976,837.97998,000,837.97998
2016-01-18,827.75,835.559998,817.820007,822.650024,000,822.650024
2016-01-15,844.23999,847.400024,821.51001,827.530029,000,827.530029
2016-01-14,850.789978,852.26001,831.340027,845.289978,000,845.289978
2016-01-13,866.590027,874.75,857.280029,860.590027,000,860.590027
2016-01-12,848.77002,867.159973,846.73999,858.179993,000,858.179993
2016-01-11,850.049988,859.919983,848.380005,848.76001,000,848.76001
2016-01-08,864.539978,871.320007,850.02002,850.02002,000,850.02002
2016-01-07,855.080017,869.210022,849.109985,864.859985,000,864.859985
2016-01-06,888.619995,889.48999,871.859985,879.27002,000,879.27002
2016-01-05,894.940002,895.330017,879.039978,890.530029,000,890.530029
2016-01-04,897.309998,897.559998,879.780029,885.00,000,885.00
2015-12-31,911.960022,912.400024,906.070007,906.330017,000,906.330017
2015-12-30,916.039978,919.299988,912.940002,914.109985,000,914.109985
2015-12-29,907.580017,918.109985,907.580017,918.109985,000,918.109985
2015-12-28,911.01001,911.23999,900.809998,902.450012,000,902.450012
2015-12-24,909.909973,910.659973,907.570007,910.01001,000,910.01001
2015-12-23,898.349976,912.940002,898.349976,910.940002,000,910.940002
2015-12-22,893.710022,895.23999,881.900024,889.390015,000,889.390015
2015-12-21,898.419983,907.289978,888.119995,888.130005,000,888.130005
2015-12-18,901.280029,908.190002,895.440002,899.75,000,899.75
2015-12-17,917.309998,922.030029,908.669983,909.960022,000,909.960022
2015-12-16,896.549988,904.859985,891.820007,898.140015,000,898.140015
2015-12-15,877.340027,896.859985,876.659973,895.059998,000,895.059998
2015-12-14,889.080017,896.869995,868.75,869.23999,000,869.23999
2015-12-11,900.070007,901.340027,881.140015,885.039978,000,885.039978
2015-12-10,901.450012,908.429993,897.049988,902.669983,000,902.669983
2015-12-09,914.719971,917.76001,901.880005,905.289978,000,905.289978
2015-12-08,925.880005,927.02002,907.900024,911.969971,000,911.969971
2015-12-07,925.780029,936.380005,923.390015,926.469971,000,926.469971
2015-12-04,920.400024,923.380005,912.330017,919.26001,000,919.26001
2015-12-03,953.73999,967.02002,923.23999,923.26001,000,923.26001
2015-12-02,957.320007,961.159973,952.419983,955.179993,000,955.179993
2015-12-01,963.549988,964.869995,952.409973,955.469971,000,955.469971
2015-11-30,957.710022,966.559998,954.690002,961.869995,000,961.869995
2015-11-27,957.150024,965.190002,955.330017,959.880005,000,959.880005
2015-11-26,950.450012,962.52002,950.340027,961.799988,000,961.799988
2015-11-25,939.119995,954.289978,937.940002,951.219971,000,951.219971
2015-11-24,944.72998,944.72998,929.190002,937.72998,000,937.72998
2015-11-23,950.390015,952.27002,943.309998,949.429993,000,949.429993
2015-11-20,954.700012,956.119995,946.409973,952.099976,000,952.099976
2015-11-19,956.869995,960.640015,950.400024,952.679993,000,952.679993
2015-11-18,947.929993,952.340027,945.359985,950.380005,000,950.380005
2015-11-17,937.799988,954.099976,936.200012,954.099976,000,954.099976
2015-11-16,919.429993,932.349976,918.549988,929.130005,000,929.130005
2015-11-13,934.080017,937.030029,920.450012,928.169983,000,928.169983
2015-11-12,951.719971,956.549988,936.179993,937.109985,000,937.109985
2015-11-11,946.929993,957.23999,946.77002,954.049988,000,954.049988
2015-11-10,949.200012,950.309998,937.640015,945.27002,000,945.27002
2015-11-09,958.00,958.719971,943.849976,944.869995,000,944.869995
2015-11-06,951.820007,961.929993,946.950012,957.25,000,957.25
2015-11-05,955.549988,960.01001,948.469971,953.809998,000,953.809998
2015-11-04,952.349976,959.799988,951.22998,952.559998,000,952.559998
2015-11-03,944.630005,948.799988,942.25,948.799988,000,948.799988
2015-11-02,933.169983,948.030029,932.710022,945.219971,000,945.219971
2015-10-30,942.349976,944.98999,935.25,941.710022,000,941.710022
2015-10-29,942.549988,943.77002,933.820007,940.429993,000,940.429993
2015-10-28,934.880005,943.159973,932.619995,940.809998,000,940.809998
2015-10-27,939.969971,942.390015,932.440002,932.440002,000,932.440002
2015-10-26,943.590027,946.929993,938.450012,941.359985,000,941.359985
2015-10-23,933.190002,951.710022,933.190002,946.280029,000,946.280029
2015-10-22,903.590027,928.359985,902.700012,926.039978,000,926.039978
2015-10-21,908.25,911.960022,899.570007,907.25,000,907.25
2015-10-20,910.099976,911.570007,900.960022,905.200012,000,905.200012
2015-10-19,907.280029,916.059998,906.840027,909.77002,000,909.77002
2015-10-16,907.090027,910.609985,904.190002,908.179993,000,908.179993
2015-10-15,898.900024,903.929993,893.880005,902.659973,000,902.659973
2015-10-14,888.590027,899.140015,884.429993,890.159973,000,890.159973
2015-10-13,900.559998,900.559998,887.359985,895.570007,000,895.570007
2015-10-12,905.400024,907.460022,898.219971,901.320007,000,901.320007
2015-10-09,908.960022,910.659973,902.609985,904.619995,000,904.619995
2015-10-08,897.650024,902.27002,894.640015,900.25,000,900.25
2015-10-07,903.130005,910.22998,896.789978,899.109985,000,899.109985
2015-10-06,888.460022,901.869995,884.140015,897.23999,000,897.23999
2015-10-05,874.840027,891.349976,872.47998,888.97998,000,888.97998
2015-10-02,861.719971,870.650024,845.830017,859.799988,000,859.799988
2015-10-01,869.859985,872.109985,849.690002,853.119995,000,853.119995
2015-09-30,853.599976,861.919983,850.909973,858.549988,000,858.549988
2015-09-29,832.340027,846.039978,828.719971,838.450012,000,838.450012
2015-09-28,861.849976,865.219971,841.98999,844.530029,000,844.530029
2015-09-25,854.320007,870.679993,852.130005,865.599976,000,865.599976
2015-09-24,857.059998,860.210022,833.530029,839.900024,000,839.900024
2015-09-23,856.320007,867.690002,851.409973,857.099976,000,857.099976
2015-09-22,884.869995,884.869995,855.109985,856.799988,000,856.799988
2015-09-21,874.409973,888.890015,874.409973,884.580017,000,884.580017
2015-09-18,891.049988,891.50,868.919983,875.909973,000,875.909973
2015-09-17,898.219971,898.75,892.590027,896.400024,000,896.400024
2015-09-16,887.48999,896.690002,887.080017,895.030029,000,895.030029
2015-09-15,872.190002,882.320007,866.219971,878.700012,000,878.700012
2015-09-14,877.309998,885.859985,869.549988,870.700012,000,870.700012
2015-09-11,889.52002,889.52002,875.030029,876.219971,000,876.219971
2015-09-10,890.940002,898.460022,882.580017,886.01001,000,886.01001
2015-09-09,907.960022,912.590027,899.070007,899.570007,000,899.570007
2015-09-08,884.820007,898.289978,884.179993,887.25,000,887.25
2015-09-07,882.349976,886.830017,875.440002,879.049988,000,879.049988
2015-09-04,890.590027,891.090027,870.26001,874.580017,463950500,874.580017
2015-09-03,889.679993,905.090027,886.830017,898.469971,000,898.469971
2015-09-02,881.340027,888.47998,872.890015,880.590027,000,880.590027
2015-09-01,888.840027,891.369995,870.700012,878.169983,000,878.169983
2015-08-31,898.179993,902.030029,892.76001,900.52002,000,900.52002
2015-08-28,903.23999,904.330017,894.099976,904.330017,000,904.330017
2015-08-27,892.429993,905.390015,888.059998,900.51001,000,900.51001
2015-08-26,873.549988,887.77002,859.059998,871.150024,000,871.150024
2015-08-25,863.359985,890.869995,858.840027,884.719971,000,884.719971
2015-08-24,864.919983,876.630005,819.25,849.940002,000,849.940002
2015-08-21,912.72998,924.76001,896.280029,896.280029,000,896.280029
2015-08-20,944.349976,945.700012,925.159973,926.719971,000,926.719971
2015-08-19,958.960022,960.440002,947.309998,947.309998,000,947.309998
2015-08-18,961.210022,967.359985,959.140015,964.200012,000,964.200012
2015-08-17,967.570007,972.00,952.659973,963.00,000,963.00
2015-08-14,966.73999,972.210022,957.369995,960.299988,000,960.299988
2015-08-13,971.719971,975.080017,964.01001,966.400024,000,966.400024
2015-08-12,979.849976,979.849976,954.23999,957.309998,000,957.309998
2015-08-11,1003.119995,1003.119995,988.590027,989.320007,000,989.320007
2015-08-10,1003.539978,1005.27002,993.450012,1005.130005,000,1005.130005
2015-08-07,1005.559998,1005.559998,998.090027,998.299988,000,998.299988
2015-08-06,1006.880005,1012.390015,1005.900024,1006.940002,000,1006.940002
2015-08-05,999.77002,1009.659973,999.359985,1008.809998,000,1008.809998
2015-08-04,995.77002,995.77002,988.700012,995.309998,000,995.309998
2015-08-03,988.119995,998.719971,987.299988,997.50,000,997.50
2015-07-31,986.72998,988.840027,979.51001,987.830017,000,987.830017
2015-07-30,983.909973,984.719971,976.97998,983.50,000,983.50
2015-07-29,978.210022,981.530029,971.51001,980.390015,000,980.390015
2015-07-28,969.97998,976.580017,965.76001,973.059998,000,973.059998
2015-07-27,982.75,983.880005,963.789978,964.02002,000,964.02002
2015-07-24,992.97998,1000.840027,986.359985,987.469971,000,987.469971
2015-07-23,1004.280029,1004.280029,991.570007,995.349976,000,995.349976
2015-07-22,994.630005,1000.22998,994.090027,996.27002,000,996.27002
2015-07-21,1010.559998,1011.359985,998.650024,1000.780029,000,1000.780029
2015-07-20,1007.539978,1015.969971,1006.280029,1008.570007,000,1008.570007
2015-07-17,1006.619995,1006.780029,1001.960022,1004.289978,000,1004.289978
2015-07-16,996.030029,1008.159973,994.97998,1003.640015,000,1003.640015
2015-07-15,985.820007,991.929993,984.460022,990.98999,000,990.98999
2015-07-14,979.330017,985.75,977.080017,985.75,000,985.75
2015-07-13,975.200012,981.559998,972.640015,979.849976,000,979.849976
2015-07-10,959.469971,965.119995,953.450012,962.419983,000,962.419983
2015-07-09,918.719971,939.77002,916.849976,936.659973,000,936.659973
2015-07-08,909.909973,920.159973,906.97998,914.309998,000,914.309998
2015-07-07,927.919983,929.47998,907.780029,908.26001,000,908.26001
2015-07-06,924.799988,937.97998,923.299988,927.299988,000,927.299988
2015-07-03,949.450012,951.440002,939.070007,943.789978,000,943.789978
2015-07-02,960.619995,961.669983,949.320007,949.72998,000,949.72998
2015-07-01,951.630005,967.109985,944.359985,958.47998,000,958.47998
2015-06-30,950.47998,958.539978,940.559998,940.559998,000,940.559998
2015-06-29,944.77002,968.22998,944.77002,954.52002,000,954.52002
2015-06-26,981.119995,995.570007,976.849976,989.299988,000,989.299988
2015-06-25,977.700012,994.690002,977.700012,986.869995,000,986.869995
2015-06-24,990.309998,991.52002,980.299988,987.130005,000,987.130005
2015-06-23,988.200012,995.179993,984.719971,991.02002,000,991.02002
2015-06-22,967.820007,980.710022,965.27002,979.179993,000,979.179993
2015-06-19,943.539978,955.210022,942.469971,946.02002,000,946.02002
2015-06-18,937.51001,942.640015,925.52002,942.640015,000,942.640015
2015-06-17,950.789978,953.080017,936.73999,940.51001,000,940.51001
2015-06-16,936.23999,951.820007,930.700012,948.919983,000,948.919983
2015-06-15,947.859985,952.369995,941.630005,943.599976,000,943.599976
2015-06-12,968.919983,970.77002,950.22998,958.409973,000,958.409973
2015-06-11,963.419983,980.690002,961.98999,971.390015,000,971.390015
2015-06-10,946.469971,967.98999,942.280029,964.650024,000,964.650024
2015-06-09,948.549988,951.960022,936.640015,949.25,000,949.25
2015-06-08,961.23999,962.72998,951.200012,951.200012,000,951.200012
2015-06-05,967.549988,969.820007,956.400024,961.289978,000,961.289978
2015-06-04,977.450012,982.840027,961.090027,973.51001,000,973.51001
2015-06-03,981.429993,992.669983,976.640015,982.26001,000,982.26001
2015-06-02,989.539978,989.539978,972.840027,979.119995,000,979.119995
2015-06-01,987.799988,992.48999,979.799988,984.940002,000,984.940002
2015-05-29,1005.059998,1006.25,983.210022,983.52002,000,983.52002
2015-05-28,1006.669983,1009.530029,998.26001,1004.849976,000,1004.849976
2015-05-27,997.700012,1012.630005,994.830017,1010.539978,000,1010.539978
2015-05-26,1002.169983,1006.640015,991.409973,994.590027,000,994.590027
2015-05-25,1006.429993,1006.429993,999.440002,1002.23999,000,1002.23999
2015-05-22,1007.460022,1008.900024,1002.849976,1006.22998,000,1006.22998
2015-05-21,1003.070007,1007.530029,1000.390015,1007.280029,000,1007.280029
2015-05-20,1000.530029,1006.650024,997.669983,1005.309998,000,1005.309998
2015-05-19,986.530029,1002.059998,986.530029,1001.049988,000,1001.049988
2015-05-18,980.429993,985.320007,967.820007,982.01001,000,982.01001
2015-05-15,987.710022,991.789978,975.169983,979.849976,000,979.849976
2015-05-14,969.98999,986.26001,963.02002,984.02002,000,984.02002
2015-05-13,978.469971,987.090027,970.409973,973.530029,000,973.530029
2015-05-12,979.330017,979.330017,967.099976,974.73999,000,974.73999
2015-05-11,984.960022,986.130005,979.419983,984.539978,000,984.539978
2015-05-08,973.690002,989.76001,970.049988,989.409973,000,989.409973
2015-05-07,961.650024,968.650024,948.650024,966.179993,000,966.179993
2015-05-06,969.26001,975.219971,961.679993,967.219971,000,967.219971
2015-05-05,986.97998,997.619995,967.710022,968.27002,000,968.27002
2015-05-04,985.650024,994.150024,977.52002,988.599976,000,988.599976
2015-05-01,980.919983,989.570007,973.409973,983.710022,000,983.710022
2015-04-30,980.919983,989.570007,973.409973,983.710022,000,983.710022
2015-04-29,1008.969971,1013.469971,982.440002,982.440002,000,982.440002
2015-04-28,1023.690002,1023.690002,1001.97998,1008.409973,000,1008.409973
2015-04-27,1013.539978,1028.550049,1002.390015,1026.199951,000,1026.199951
2015-04-24,1013.48999,1017.570007,1008.369995,1013.619995,000,1013.619995
2015-04-23,1015.190002,1017.710022,1002.50,1009.570007,000,1009.570007
2015-04-22,1017.390015,1020.00,1005.710022,1014.52002,000,1014.52002
2015-04-21,1013.909973,1022.119995,1008.830017,1013.580017,000,1013.580017
2015-04-20,1004.039978,1010.309998,1004.039978,1010.169983,000,1010.169983
2015-04-17,1016.049988,1019.869995,999.77002,1001.580017,000,1001.580017
2015-04-16,1024.410034,1025.349976,1017.070007,1018.190002,000,1018.190002
2015-04-15,1022.450012,1028.150024,1019.799988,1025.170044,000,1025.170044
2015-04-14,1026.50,1028.449951,1015.630005,1020.330017,000,1020.330017
2015-04-13,1023.200012,1028.640015,1020.380005,1027.069946,000,1027.069946
2015-04-10,1020.48999,1023.98999,1018.219971,1023.98999,000,1023.98999
2015-04-09,1007.059998,1016.98999,1006.799988,1016.98999,000,1016.98999
2015-04-08,1006.48999,1008.780029,1001.909973,1003.280029,000,1003.280029
2015-04-07,999.109985,1010.590027,997.23999,1008.210022,000,1008.210022
2015-04-02,989.76001,993.570007,988.830017,992.840027,000,992.840027
2015-04-01,979.48999,997.73999,978.950012,988.869995,000,988.869995
2015-03-31,993.02002,997.400024,982.909973,984.50,000,984.50
2015-03-30,986.52002,995.919983,985.159973,994.049988,000,994.049988
2015-03-27,981.320007,984.799988,977.159973,981.960022,000,981.960022
2015-03-26,976.219971,978.22998,964.76001,978.22998,000,978.22998
2015-03-25,992.52002,995.909973,982.00,983.400024,000,983.400024
2015-03-24,988.390015,998.460022,987.200012,995.630005,000,995.630005
2015-03-23,995.280029,995.280029,988.039978,991.390015,000,991.390015
